line_id,line_name,line_routes,line_pattern,color,municipality_id
1725,Marquês Pombal (Metro) - Oeiras (Estação Norte),['1725_0'],"['1725_0_2', '1725_0_1']",#C61D23,"['1106', '1110']"
1726,Marquês Pombal (Metro) - Queijas (PSP),"['1726_2', '1726_1', '1726_0']","['1726_2_1', '1726_1_2', '1726_1_1', '1726_0_2', '1726_0_1']",#C61D23,"['1106', '1110', '1115']"
1728,Marquês Pombal (Metro) - Queijas (PSP) via Alto Sta Catarina,"['1728_1', '1728_0']","['1728_1_2', '1728_1_1', '1728_0_2', '1728_0_1']",#C61D23,"['1106', '1110', '1115']"
1729,Marquês Pombal (Metro) - Queluz Baixo (Centro Comercial),"['1729_1', '1729_0']","['1729_1_2', '1729_1_1', '1729_0_2', '1729_0_1']",#C61D23,"['1106', '1110']"
1730,Marquês Pombal (Metro) - Queluz Baixo (Centro Comercial) via Linda-a-Velha,"['1730_3', '1730_2', '1730_1', '1730_0']","['1730_3_2', '1730_2_2', '1730_1_1', '1730_0_2', '1730_0_1']",#C61D23,"['1106', '1110', '1115']"
1731,Agualva-Cacém (Estação) - Hospital São Francisco Xavier,['1731_0'],"['1731_0_2', '1731_0_1']",#C61D23,"['1111', '1110', '1106']"
1733,Marquês Pombal (Metro) - São Marcos via Queijas (Rotunda) e Taguspark,"['1733_2', '1733_1', '1733_0']","['1733_2_2', '1733_1_2', '1733_1_1', '1733_0_2', '1733_0_1']",#C61D23,"['1106', '1110', '1111']"
1998,Cascais - Oeiras,"['1998_1', '1998_0']","['1998_1_2', '1998_1_1', '1998_0_2', '1998_0_1']",#2A9057,"['1110', '1105']"
2002,A-dos-Cãos - Loures (Centro Saúde),['2002_0'],"['2002_0_2', '2002_0_1']",#C61D23,['1107']
2003,Guerreiros - Guerreiros,"['2003_1', '2003_0']","['2003_1_3', '2003_0_3']",#C61D23,['1107']
2004,Bairro de Santa Maria - Loures (Centro Saúde),['2004_0'],"['2004_0_2', '2004_0_1']",#3D85C6,['1107']
2006,Bemposta - Bucelas | Circular via Vila Nova,['2006_0'],['2006_0_3'],#3D85C6,['1107']
2008,Bucelas - Mato da Cruz | Circular,['2008_0'],['2008_0_3'],#3D85C6,['1107']
2011,Cabeço de Montachique - Loures (Centro Saúde) via Murteira,"['2011_1', '2011_0']","['2011_1_2', '2011_1_1', '2011_0_2', '2011_0_1']",#C61D23,"['1107', '1109']"
2013,Conventinho - Torres da Bela Vista,['2013_0'],"['2013_0_2', '2013_0_1']",#C61D23,['1107']
2014,Escola Maria Veleda - Frielas,['2014_0'],"['2014_0_2', '2014_0_1']",#C61D23,['1107']
2015,Flamenga - Torres da Bela Vista,['2015_0'],['2015_0_1'],#C61D23,['1107']
2016,Guerreiros - Hospital Beatriz Ângelo,"['2016_1', '2016_0']","['2016_1_2', '2016_1_1', '2016_0_2', '2016_0_1']",#3D85C6,['1107']
2017,Guerreiros - Loures Loures (Centro Saúde),['2017_0'],"['2017_0_2', '2017_0_1']",#C61D23,['1107']
2020,Sto. Ant. Cavaleiros | Circular via Hospital Beatriz Ângelo,"['2020_1', '2020_0']","['2020_1_2', '2020_1_1', '2020_0_3']",#3D85C6,['1107']
2021,Santo Antão do Tojal - Loures | Circular Sete Casas,['2021_0'],['2021_0_3'],#C61D23,['1107']
2026,Loures | Circular 1,['2026_0'],"['2026_0_2', '2026_0_1']",#3D85C6,['1107']
2027,Loures | Circular via Cidade Nova,"['2027_1', '2027_0']","['2027_1_1', '2027_0_3']",#C61D23,['1107']
2028,Loures | Circular via Ponte Frielas,['2028_0'],['2028_0_3'],#C61D23,['1107']
2029,Moscavide (Urb. Jardins Cristo Rei) - Moscavide (Ur. Jardins Cristo Rei) via Portela,['2029_0'],['2029_0_3'],#3D85C6,"['1107', '1106']"
2030,Sacavém (C.Saúde) - Sacavém (Centro Saúde) via Fetais,['2030_0'],['2030_0_3'],#3D85C6,['1107']
2031,Sacavém (C.Saúde) - Sacavém (Centro Saúde),['2031_0'],['2031_0_3'],#3D85C6,['1107']
2032,Sacavém (Est) - Sacavém (Est),['2032_0'],['2032_0_3'],#C61D23,['1107']
2034,S.Iria (Apeadeiro) - Sta Iria Azoia (Est) circular,['2034_0'],['2034_0_3'],#3D85C6,['1107']
2035,Tojal Jardim - Sto Antao Tojal via MARL,['2035_0'],['2035_0_3'],#C61D23,['1107']
2036,Sacavém(Av. Com_Sacavém(Av. Com,['2036_0'],['2036_0_3'],#3D85C6,['1107']
2037,Zambujal - Loures | Circular Via infantado,['2037_0'],['2037_0_3'],#C61D23,['1107']
2038,Bucelas - Loures | Circular via Ribas,['2038_0'],['2038_0_3'],#C61D23,['1107']
2039,Bucelas - Zambujal via Sete Casas e loures,['2039_0'],"['2039_0_2', '2039_0_1']",#C61D23,['1107']
2101,Achada - Lagoa (Colégio Miramar),['2101_0'],"['2101_0_2', '2101_0_1']",#C61D23,['1109']
2102,Salgados - Lagoa (Colégio Miramar),['2102_0'],"['2102_0_2', '2102_0_1']",#C61D23,['1109']
2103,Antas - Mafra (Parque Desportivo),"['2103_1', '2103_0']","['2103_1_2', '2103_0_2', '2103_0_1']",#C61D23,['1109']
2104,Avessada - Malveira (Terminal),['2104_0'],"['2104_0_2', '2104_0_1']",#C61D23,['1109']
2105,Barreiralva - Mafra (Parque Desportivo),['2105_0'],"['2105_0_2', '2105_0_1']",#C61D23,['1109']
2106,Bocal - Mafra (Parque Desportivo),"['2106_2', '2106_1', '2106_0']","['2106_2_2', '2106_2_1', '2106_1_2', '2106_0_2', '2106_0_1']",#C61D23,['1109']
2107,Bocal - Malveira (Terminal) via Avessada e Portela,"['2107_1', '2107_0']","['2107_1_1', '2107_0_2', '2107_0_1']",#C61D23,['1109']
2108,Cachoeira - Malveira,['2108_0'],"['2108_0_2', '2108_0_1']",#C61D23,['1109']
2109,Cachoeira - Venda do Pinheiro (Terminal),['2109_0'],"['2109_0_2', '2109_0_1']",#C61D23,['1109']
2110,Carvalhal - Mafra (Parque Desportivo) via Mata Grande e Valverde,"['2110_2', '2110_1', '2110_0']","['2110_2_2', '2110_2_1', '2110_1_1', '2110_0_2', '2110_0_1']",#C61D23,['1109']
2111,Casais da Areia - Lagoa (Colégio Miramar),['2111_0'],"['2111_0_2', '2111_0_1']",#C61D23,['1109']
2112,Casais de São Lourenço - Ericeira (Terminal),['2112_0'],['2112_0_1'],#C61D23,['1109']
2113,Ericeira (Terminal) - Casais de São Lourenço via Feiteira,"['2113_1', '2113_0']","['2113_1_1', '2113_0_2']",#C61D23,['1109']
2114,Charneca - Lagoa (Colégio Miramar),['2114_0'],"['2114_0_2', '2114_0_1']",#C61D23,['1109']
2115,Codeçal (Tapada Nacional) - Lagoa (Colégio Miramar),['2115_0'],"['2115_0_2', '2115_0_1']",#C61D23,['1109']
2116,Encarnação - Mafra (Parque Desportivo),['2116_0'],"['2116_0_2', '2116_0_1']",#C61D23,['1109']
2117,Encarnação (Cemitério) - Ericeira (Terminal) via Ribamar,"['2117_2', '2117_1', '2117_0']","['2117_2_2', '2117_1_2', '2117_1_1', '2117_0_2', '2117_0_1']",#C61D23,['1109']
2118,Encarnação (Cemitério) - Ericeira (Terminal) via Santo Isidoro e Monte Godel,"['2118_5', '2118_4', '2118_3', '2118_2', '2118_1', '2118_0']","['2118_5_2', '2118_4_2', '2118_3_2', '2118_2_1', '2118_1_1', '2118_0_2', '2118_0_1']",#C61D23,['1109']
2119,Encarnação (Cemitério) - Lagoa (Colégio Miramar),"['2119_1', '2119_0']","['2119_1_2', '2119_1_1', '2119_0_2', '2119_0_1']",#C61D23,['1109']
2120,Enxara do Bispo - Ericeira (Terminal),['2120_0'],"['2120_0_2', '2120_0_1']",#C61D23,['1109']
2121,Enxara do Bispo - Gradil,['2121_0'],"['2121_0_2', '2121_0_1']",#C61D23,['1109']
2122,Livramento - Enxara do Bispo,['2122_0'],['2122_0_2'],#C61D23,['1109']
2123,Praia da Foz do Lizandro - Praia de Ribeira d'Ilhas,"['2123_2', '2123_1', '2123_0']","['2123_2_2', '2123_1_2', '2123_0_2', '2123_0_1']",#C61D23,['1109']
2124,Urbana da Ericeira 1 | Circular via Colinas Atlantico,['2124_0'],['2124_0_3'],#3D85C6,['1109']
2125,Urbana da Ericeira 2 | Circular via Outeirinho e Fonte Boa da Brincosa,"['2125_2', '2125_1', '2125_0']","['2125_2_3', '2125_1_3', '2125_0_3']",#3D85C6,['1109']
2126,Ericeira | Circular,['2126_0'],['2126_0_3'],#3D85C6,['1109']
2127,Ericeira (Terminal) - Barril,['2127_0'],['2127_0_1'],#C61D23,['1109']
2128,Ericeira (Terminal) - Fonte Boa da Brincosa,['2128_0'],"['2128_0_2', '2128_0_1']",#C61D23,['1109']
2129,Lagoa (Colégio Miramar) - Ericeira (Terminal),['2129_0'],['2129_0_2'],#C61D23,['1109']
2130,Ericeira (Terminal) - Lagoa (Colégio Miramar) via Ribamar,"['2130_1', '2130_0']","['2130_1_2', '2130_0_1']",#C61D23,['1109']
2131,Lagoa (Colégio Miramar) - Ericeira (Terminal) via Santo Isidoro,"['2131_1', '2131_0']","['2131_1_2', '2131_0_2']",#C61D23,['1109']
2132,Ericeira (Terminal) - Mafra (Terminal),"['2132_1', '2132_0']","['2132_1_2', '2132_1_1', '2132_0_1']",#C61D23,['1109']
2133,Ericeira (Terminal) - Mafra (Palácio) via Carvoeira Montesouros e Av. Portugal,"['2133_4', '2133_3', '2133_2', '2133_1', '2133_0']","['2133_4_2', '2133_3_2', '2133_2_2', '2133_1_1', '2133_0_2', '2133_0_1']",#C61D23,['1109']
2134,Ervideira - Gradil,['2134_0'],"['2134_0_2', '2134_0_1']",#C61D23,['1109']
2135,Igreja Nova - Venda do Pinheiro (Núcleo Empresarial sul),['2135_0'],"['2135_0_2', '2135_0_1']",#C61D23,['1109']
2136,Jerumelo - Mafra (Terminal),['2136_0'],"['2136_0_2', '2136_0_1']",#C61D23,['1109']
2137,Lagoa (Colégio Miramar) - Mafra (Palácio),"['2137_1', '2137_0']","['2137_1_2', '2137_0_1']",#C61D23,['1109']
2138,Lagoa (Colégio Miramar) - São Domingos,['2138_0'],"['2138_0_2', '2138_0_1']",#C61D23,['1109']
2139,Lagoa (Colégio Miramar) - Sobral da Abelheira,['2139_0'],"['2139_0_2', '2139_0_1']",#C61D23,['1109']
2140,Lagoa (Colégio Miramar) - Sobreiro,['2140_0'],"['2140_0_2', '2140_0_1']",#C61D23,['1109']
2141,Mafra (Terminal) - Ribamar,['2141_0'],"['2141_0_2', '2141_0_1']",#C61D23,['1109']
2142,Mafra (Almada) | Circular,"['2142_2', '2142_1', '2142_0']","['2142_2_2', '2142_1_2', '2142_1_1', '2142_0_3']",#3D85C6,['1109']
2143,Mafra (Palácio) - Zambujal,['2143_0'],"['2143_0_2', '2143_0_1']",#C61D23,['1109']
2144,Mafra (Parque Desportivo) - Livramento,"['2144_3', '2144_2', '2144_1', '2144_0']","['2144_3_2', '2144_2_2', '2144_1_1', '2144_0_1']",#C61D23,['1109']
2145,Mafra | Circular via Sobral da Abelheira,"['2145_1', '2145_0']","['2145_1_3', '2145_0_3']",#C61D23,['1109']
2146,Malveira (Centro Saúde) - Milharado (CASO) | Circular,['2146_0'],['2146_0_3'],#C61D23,['1109']
2147,Milharado - Venda do Pinheiro (Terminal),"['2147_1', '2147_0']","['2147_1_2', '2147_0_1']",#C61D23,['1109']
2148,Póvoa da Galega - Venda do Pinheiro (Terminal),"['2148_1', '2148_0']","['2148_1_2', '2148_0_1']",#C61D23,['1109']
2149,Prezinheira - Venda do Pinheiro (Terminal),['2149_0'],['2149_0_1'],#C61D23,['1109']
2150,Carvalhal - Venda do Pinheiro (Colégio Santo André),"['2150_1', '2150_0']","['2150_1_2', '2150_0_2', '2150_0_1']",#C61D23,['1109']
2151,Venda do Pinheiro (Terminal) - Vila de Canas,['2151_0'],"['2151_0_2', '2151_0_1']",#C61D23,['1109']
2152,ANTAS_Malveira(Esc),['2152_0'],"['2152_0_2', '2152_0_1']",#C61D23,['1109']
2201,Arroja - Odivelas (Metro),['2201_0'],"['2201_0_2', '2201_0_1']",#C61D23,['1116']
2202,Arroja - Sr. Roubado (Metro),['2202_0'],"['2202_0_2', '2202_0_1']",#C61D23,['1116']
2203,Arroja | Circular via Odivelas (Metro),"['2203_1', '2203_0']","['2203_1_1', '2203_0_3']",#C61D23,['1116']
2204,Caneças (Esc Secundária)- Famões,['2204_0'],"['2204_0_2', '2204_0_1']",#3D85C6,['1116']
2205,Caneças (Esc. Secundária) - Odivelas (Metro),['2205_0'],"['2205_0_2', '2205_0_1']",#C61D23,['1116']
2206,Caneças (Esc. Secundária) - Sr. Roubado (Metro),['2206_0'],"['2206_0_2', '2206_0_1']",#C61D23,['1116']
2207,Caneças (Esc. Secundária) - Sr. Roubado (Metro) via Odivelas (Centro),['2207_0'],"['2207_0_2', '2207_0_1']",#C61D23,['1116']
2208,Caneças (Jardim) - Vale Nogueira,['2208_0'],"['2208_0_2', '2208_0_1']",#C61D23,['1116']
2209,Casal Bispo - Sr. Roubado (Metro),['2209_0'],"['2209_0_2', '2209_0_1']",#C61D23,['1116']
2210,J. Amoreira-Colinas cruzeiro | circulacao,['2210_0'],['2210_0_3'],#C61D23,['1116']
2211,Jardim da Amoreira - Odivelas (Metro),['2211_0'],"['2211_0_2', '2211_0_1']",#C61D23,['1116']
2212,Odivelas (C. Comercial) | Circular,['2212_0'],['2212_0_3'],#3D85C6,['1116']
2213,Odivelas (Metro) - Famões | Circular,"['2213_2', '2213_1', '2213_0']","['2213_2_2', '2213_1_1', '2213_0_3']",#C61D23,['1116']
2215,Odivelas (Metro) - Ramada (Bons Dias),['2215_0'],"['2215_0_2', '2215_0_1']",#C61D23,['1116']
2216,Odivelas (Metro) - Ramada (Jardim da Radial),['2216_0'],"['2216_0_2', '2216_0_1']",#C61D23,['1116']
2217,Odivelas (Metro) | Circular via Casal Chapim,"['2217_2', '2217_1', '2217_0']","['2217_2_1', '2217_1_1', '2217_0_3']",#C61D23,['1116']
2218,Odivelas (Metro) | Circular via Colinas do Cruzeiro,['2218_0'],['2218_0_3'],#C61D23,['1116']
2219,Odivelas (Metro) | Circular via Póvoa de Santo Adrião,"['2219_1', '2219_0']","['2219_1_1', '2219_0_3']",#C61D23,['1116']
2220,Olival Basto | Circular via Póvoa de Santo Adrião e Odivelas (Metro),"['2220_3', '2220_2', '2220_0']","['2220_3_1', '2220_2_3', '2220_0_3']",#3D85C6,['1116']
2221,Póvoa de Santo Adrião (Parque Urbano) - Sr. Roubado (Metro),"['2221_1', '2221_0']","['2221_1_2', '2221_1_1', '2221_0_1']",#C61D23,['1116']
2222,Ramada | Circular,['2222_0'],['2222_0_3'],#3D85C6,['1116']
2223,Sr. Roubado (Metro) | Circular via Casal Novo,"['2223_1', '2223_0']","['2223_1_2', '2223_1_1', '2223_0_3']",#C61D23,['1116']
2224,Arroja | Circular via Patameiras (C. Comercial),['2224_0'],['2224_0_3'],#C61D23,['1116']
2225,Odivelas (Metro) | Circular via Arroja,"['2225_3', '2225_2', '2225_1', '2225_0']","['2225_3_1', '2225_2_1', '2225_1_1', '2225_0_3']",#C61D23,['1116']
2303,Alverca (Est) - Arcena,['2303_0'],"['2303_0_2', '2303_0_1']",#C61D23,['1114']
2304,Alverca(Est)_ALHANDRA via Calhandriz,['2304_0'],"['2304_0_2', '2304_0_1']",#C61D23,['1114']
2306,Alverca (Est) - Vila Franca Xira via Alhandra,['2306_0'],"['2306_0_2', '2306_0_1']",#C61D23,['1114']
2307,Arcena - Vila Franca Xira,['2307_0'],"['2307_0_2', '2307_0_1']",#C61D23,['1114']
2309,Bogalhão - Vila Franca Xira,['2309_0'],"['2309_0_2', '2309_0_1']",#C61D23,['1114']
2310,Torre Cima e Capelas - Carregado (Estação),['2310_0'],"['2310_0_2', '2310_0_1']",#C61D23,['1114']
2315,Castanheira(CP)_Castanheira(CP) circular via Hospital,['2315_0'],['2315_0_3'],#C61D23,['1114']
2316,Cotovios - Vila Franca Xira,['2316_0'],"['2316_0_2', '2316_0_1']",#C61D23,['1114']
2317,Fonte Santa - Póvoa Santa Iria (Estação),['2317_0'],"['2317_0_2', '2317_0_1']",#C61D23,['1114']
2318,P.S.I.(Est) - P. Sta Iria (Est) via F. Casa,['2318_0'],['2318_0_3'],#3D85C6,['1114']
2319,F. Casa(Lgo) - Forte Casa (Largo) circular,['2319_0'],['2319_0_3'],#3D85C6,['1114']
2325,P.S.I.(Est) - Verdelha Ruivo,['2325_0'],"['2325_0_2', '2325_0_1']",#C61D23,['1114']
2327,P.S.I.(Est) - P. S. Iria (Est) via Vialonga,['2327_0'],['2327_0_3'],#C61D23,['1114']
2328,QªPied - Vila Franca Xira,['2328_0'],"['2328_0_2', '2328_0_1']",#C61D23,['1114']
2329,Alhandra(Esc) - Sobralinho,['2329_0'],"['2329_0_2', '2329_0_1']",#C61D23,['1114']
2331,Torre Cima i Capela - Hospital VFX,['2331_0'],"['2331_0_2', '2331_0_1']",#3D85C6,['1114']
2333,V.Franca Xira - Hospital VFX via N1,['2333_0'],"['2333_0_2', '2333_0_1']",#3D85C6,['1114']
2335,P.S.Iria (Praça República) - Póvoa Sta Iria via Bragadas,['2335_0'],['2335_0_3'],#3D85C6,['1114']
2336,P.S.Iria(Rep)_P.S.Iria(Rep),['2336_0'],['2336_0_3'],#3D85C6,['1114']
2337,V.Franca Xira -V.Franca Xira,['2337_0'],['2337_0_3'],#3D85C6,['1114']
2501,Bocal - Malveira (Terminal),['2501_0'],"['2501_0_2', '2501_0_1']",#C61D23,"['1109', '1107']"
2502,Bucelas - Malveira,['2502_0'],"['2502_0_2', '2502_0_1']",#C61D23,"['1107', '1109']"
2504,Carrascal - Ponte de Lousa,['2504_0'],"['2504_0_2', '2504_0_1']",#C61D23,"['1107', '1109']"
2505,Loures (C. Comercial) - Malveira (Terminal),['2505_0'],"['2505_0_2', '2505_0_1']",#C61D23,"['1107', '1109']"
2506,Milharado (CASO) - Ponte de Lousa,['2506_0'],"['2506_0_2', '2506_0_1']",#C61D23,"['1109', '1107']"
2511,Bairro dos CTT - Loures (C. Comercial C. Loures),['2511_0'],"['2511_0_2', '2511_0_1']",#C61D23,"['1116', '1107']"
2513,Caneças (Esc. Secundária) - Loures (super),"['2513_2', '2513_1', '2513_0']","['2513_2_2', '2513_1_2', '2513_1_1', '2513_0_2', '2513_0_1']",#C61D23,"['1116', '1107']"
2515,Casal Paradela - Odivelas (Metro),"['2515_1', '2515_0']","['2515_1_2', '2515_0_2', '2515_0_1']",#C61D23,"['1107', '1116']"
2516,Casal Paradela - Sr. Roubado (Metro),['2516_0'],"['2516_0_2', '2516_0_1']",#C61D23,"['1107', '1116']"
2517,Odivelas (Metro) - Hospital Beatriz Ângelo | Circular,"['2517_1', '2517_0']","['2517_1_1', '2517_0_3']",#C61D23,"['1116', '1107']"
2518,Frielas (Zona Comercial) - Sr. Roubado (Metro),['2518_0'],"['2518_0_2', '2518_0_1']",#C61D23,"['1107', '1116']"
2519,Loures (C. Comercial C. Loures) - Odivelas (Colinas do Cruzeiro),['2519_0'],"['2519_0_2', '2519_0_1']",#C61D23,"['1107', '1116']"
2521,Loures (C.C. Continente) - Odivelas (Metro),['2521_0'],['2521_0_1'],#C61D23,"['1107', '1116']"
2522,Montemor - Sr. Roubado (Metro),['2522_0'],"['2522_0_2', '2522_0_1']",#C61D23,"['1107', '1116']"
2523,Odivelas (Metro) - Montemor,"['2523_1', '2523_0']","['2523_1_1', '2523_0_2', '2523_0_1']",#C61D23,"['1116', '1107']"
2524,Odivelas (Metro) | Circular via Hospital Beatriz Ângelo,"['2524_1', '2524_0']","['2524_1_1', '2524_0_3']",#C61D23,"['1116', '1107']"
2525,Santo Antão do Tojal - Sr. Roubado (Metro,['2525_0'],"['2525_0_2', '2525_0_1']",#C61D23,"['1107', '1116']"
2530,Alverca (Estação) - Bucelas via Malvarosa,['2530_0'],"['2530_0_2', '2530_0_1']",#C61D23,"['1114', '1107']"
2532,Alverca(Est) - Loures,['2532_0'],"['2532_0_2', '2532_0_1']",#C61D23,"['1114', '1107']"
2533,Alverca(Est) - Sto Antao Tojal via C. Areias,['2533_0'],"['2533_0_2', '2533_0_1']",#C61D23,"['1114', '1107']"
2534,Loures(Super.) - Santa Iria Azoia,['2534_0'],"['2534_0_2', '2534_0_1']",#C61D23,"['1107', '1114']"
2535,Loures - Vila Franca de Xira,['2535_0'],"['2535_0_2', '2535_0_1']",#C61D23,"['1107', '1114']"
2536,Mojões - Bairro Monjoes via Póvoa,['2536_0'],['2536_0_3'],#C61D23,"['1107', '1114']"
2537,P.S.I.(Est) - Santo Antão Tojal,['2537_0'],"['2537_0_2', '2537_0_1']",#C61D23,"['1114', '1107']"
2538,P.S.I.(Est) - Santo Antao Tojal via Alpriate,['2538_0'],"['2538_0_2', '2538_0_1']",#C61D23,"['1114', '1107']"
2539,S.Iria(Apeadeiro) - S.Iria(Apeadeiro),['2539_0'],['2539_0_3'],#C61D23,"['1107', '1114']"
2540,S.IRIA(Apead)_MARL,['2540_0'],"['2540_0_2', '2540_0_1']",#C61D23,"['1107', '1114']"
2601,Loures (C. Comercial C. Loures) - Reboleira (Metro),"['2601_1', '2601_0']","['2601_1_2', '2601_1_1', '2601_0_2', '2601_0_1']",#C61D23,"['1107', '1116', '1115', '1106']"
2605,Cacém (Estação) - Loures (Super),"['2605_3', '2605_2', '2605_1', '2605_0']","['2605_3_2', '2605_3_1', '2605_2_2', '2605_2_1', '2605_1_1', '2605_0_2', '2605_0_1']",#C61D23,"['1111', '1115', '1116', '1107']"
2610,Odivelas (Metro) - UBBO,['2610_0'],"['2610_0_2', '2610_0_1']",#C61D23,"['1116', '1115']"
2611,Ramada (Bons Dias) - UBBO,['2611_0'],"['2611_0_2', '2611_0_1']",#C61D23,"['1116', '1115']"
2620,Covas de Ferro - Loures (Centro Saúde),['2620_0'],"['2620_0_2', '2620_0_1']",#C61D23,"['1111', '1107']"
2621,Covas de Ferro - Pinheiro de Loures,"['2621_1', '2621_0']","['2621_1_2', '2621_0_2', '2621_0_1']",#C61D23,"['1111', '1107']"
2625,Mafra (Terminal)- São João das Lampas,['2625_0'],"['2625_0_2', '2625_0_1']",#C61D23,"['1109', '1111']"
2626,Mafra (Parque Desportivo) - Portela de Sintra (Estação),"['2626_2', '2626_1', '2626_0']","['2626_2_2', '2626_2_1', '2626_1_1', '2626_0_2', '2626_0_1']",#C61D23,"['1109', '1111']"
2627,Mafra (Parque Desportivo) - Ribeira dos Tostões,"['2627_1', '2627_0']","['2627_1_2', '2627_0_2', '2627_0_1']",#C61D23,"['1109', '1111']"
2630,Caneças (Esc. Secundária) | Circular,"['2630_1', '2630_0']","['2630_1_1', '2630_0_3']",#3D85C6,['1116']
2632,Casal de Cambra (C. Saúde) - Odivelas (Metro) via Bairro Sol Nascente,"['2632_1', '2632_0']","['2632_1_2', '2632_1_1', '2632_0_2', '2632_0_1']",#C61D23,"['1111', '1116']"
2650,Cidade Nova - Costa da Caparica,['2650_0'],"['2650_0_2', '2650_0_1']",#0C807E,"['1107', '1116', '1503']"
2651,Bucelas - Costa da Caparica (Terminal),['2651_0'],"['2651_0_2', '2651_0_1']",#0C807E,"['1107', '1114', '1503']"
2652,Costa da Caparica - Forte Casa (Largo),['2652_0'],"['2652_0_2', '2652_0_1']",#0C807E,"['1503', '1106', '1107', '1114']"
2701,Pontinha (Metro) - Vale Grande,['2701_0'],"['2701_0_2', '2701_0_1']",#C61D23,"['1106', '1116', '1115']"
2702,Lisboa (C. Grande) - Pontinha (Metro),['2702_0'],"['2702_0_2', '2702_0_1']",#C61D23,"['1106', '1116', '1111', '1115']"
2703,Campo Grande - Campo Grande via B. S.José,"['2703_1', '2703_0']","['2703_1_2', '2703_1_1', '2703_0_3']",#C61D23,"['1106', '1107']"
2706,Bucelas - Lisboa (C. Grande) via Infantado,"['2706_1', '2706_0']","['2706_1_2', '2706_1_1', '2706_0_2', '2706_0_1']",#C61D23,"['1107', '1106']"
2708,C.Aguieira - Estação Oriente,['2708_0'],"['2708_0_2', '2708_0_1']",#C61D23,"['1107', '1106']"
2709,Bairro Angola - Bairro Angola via Camarate,['2709_0'],['2709_0_3'],#C61D23,"['1107', '1106']"
2710,A. Moinho - Campo Grande,['2710_0'],"['2710_0_2', '2710_0_1']",#C61D23,"['1107', '1106']"
2711,Charneca - Est Oriente via B. Santiago,['2711_0'],"['2711_0_2', '2711_0_1']",#C61D23,"['1106', '1107']"
2713,Campo Grande - Campo Grande via Charneca,"['2713_4', '2713_2', '2713_1', '2713_0']","['2713_4_1', '2713_2_1', '2713_1_1', '2713_0_3']",#C61D23,"['1106', '1107']"
2714,Campo Grande - Sacavém (Estação),['2714_0'],"['2714_0_2', '2714_0_1']",#C61D23,"['1106', '1107']"
2715,Lisboa (C. Grande) - Cidade Nova via IC22,['2715_0'],['2715_0_2'],#C61D23,"['1106', '1107']"
2716,Cidade Nova - Lisboa (C. Grande) via IC22,['2716_0'],['2716_0_1'],#C61D23,"['1107', '1106']"
2717,Lisboa (C. Grande) - Torres da Bela Vista via IC22,['2717_0'],"['2717_0_2', '2717_0_1']",#C61D23,"['1106', '1107']"
2718,Infantado - Lisboa (C. Grande),['2718_0'],"['2718_0_2', '2718_0_1']",#C61D23,"['1107', '1106']"
2719,Lisboa (C.Grande) - Fanhões v/ Sete Casas e A8 Frielas,['2719_0'],"['2719_0_2', '2719_0_1']",#C61D23,"['1106', '1107']"
2720,Lisboa (C. Grande) - Loures (Urmeira),['2720_0'],"['2720_0_2', '2720_0_1']",#C61D23,"['1106', '1107']"
2722,Areeiro - Via Rara,"['2722_1', '2722_0']","['2722_1_2', '2722_1_1', '2722_0_2', '2722_0_1']",#C61D23,"['1106', '1107']"
2723,Lisboa (C. Grande) - Zambujal,['2723_0'],"['2723_0_2', '2723_0_1']",#C61D23,"['1106', '1107']"
2724,Estação Oriente - Loures C.COM. via Tunel Grilo,['2724_0'],"['2724_0_2', '2724_0_1']",#C61D23,"['1106', '1107']"
2725,Estação Oriente - Loures (zona comercial),['2725_0'],"['2725_0_2', '2725_0_1']",#C61D23,"['1106', '1107']"
2726,Estação Oriente - Loures C. COM. via Camarate,['2726_0'],"['2726_0_2', '2726_0_1']",#C61D23,"['1106', '1107']"
